Entity,Code,Year,Population (historical estimates)
Rwanda,RWA,1831,1111272
Rwanda,RWA,1832,1129561
Rwanda,RWA,1833,1148151
Rwanda,RWA,1834,1167048
Rwanda,RWA,1835,1186255
Rwanda,RWA,1836,1205779
Rwanda,RWA,1837,1225623
Rwanda,RWA,1838,1245795
Rwanda,RWA,1839,1266298
Rwanda,RWA,1840,1287139
Rwanda,RWA,1841,1308323
Rwanda,RWA,1842,1329856
Rwanda,RWA,1843,1351742
Rwanda,RWA,1844,1373990
Rwanda,RWA,1845,1396603
Rwanda,RWA,1846,1419588
Rwanda,RWA,1847,1442952
Rwanda,RWA,1848,1466700
Rwanda,RWA,1849,1486156
Rwanda,RWA,1850,1501243
Rwanda,RWA,1851,1511643
Rwanda,RWA,1852,1517518
Rwanda,RWA,1853,1518791
Rwanda,RWA,1854,1520066
Rwanda,RWA,1855,1521342
Rwanda,RWA,1856,1522619
Rwanda,RWA,1857,1523896
Rwanda,RWA,1858,1525175
Rwanda,RWA,1859,1526455
Rwanda,RWA,1860,1527736
Rwanda,RWA,1861,1529018
Rwanda,RWA,1862,1530301
Rwanda,RWA,1863,1531585
Rwanda,RWA,1864,1532870
Rwanda,RWA,1865,1534156
Rwanda,RWA,1866,1535443
Rwanda,RWA,1867,1536731
Rwanda,RWA,1868,1538021
Rwanda,RWA,1869,1539311
Rwanda,RWA,1870,1540602
Rwanda,RWA,1871,1541894
Rwanda,RWA,1872,1543188
Rwanda,RWA,1873,1544482
Rwanda,RWA,1874,1545778
Rwanda,RWA,1875,1547074
Rwanda,RWA,1876,1548372
Rwanda,RWA,1877,1549670
Rwanda,RWA,1878,1550970
Rwanda,RWA,1879,1553203
Rwanda,RWA,1880,1556373
Rwanda,RWA,1881,1560486
Rwanda,RWA,1882,1565544
Rwanda,RWA,1883,1571553
Rwanda,RWA,1884,1577584
Rwanda,RWA,1885,1583639
Rwanda,RWA,1886,1589717
Rwanda,RWA,1887,1595819
Rwanda,RWA,1888,1601943
Rwanda,RWA,1889,1604862
Rwanda,RWA,1890,1604584
Rwanda,RWA,1891,1601116
Rwanda,RWA,1892,1594467
Rwanda,RWA,1893,1584644
Rwanda,RWA,1894,1574882
Rwanda,RWA,1895,1565179
Rwanda,RWA,1896,1555537
Rwanda,RWA,1897,1545954
Rwanda,RWA,1898,1536429
Rwanda,RWA,1899,1526357
Rwanda,RWA,1900,1515744
Rwanda,RWA,1901,1504600
Rwanda,RWA,1902,1492932
Rwanda,RWA,1903,1480749
Rwanda,RWA,1904,1468665
Rwanda,RWA,1905,1456680
Rwanda,RWA,1906,1444792
Rwanda,RWA,1907,1433002
Rwanda,RWA,1908,1421308
Rwanda,RWA,1909,1410828
Rwanda,RWA,1910,1401547
Rwanda,RWA,1911,1393451
Rwanda,RWA,1912,1386525
Rwanda,RWA,1913,1380755
Rwanda,RWA,1914,1375009
Rwanda,RWA,1915,1369287
Rwanda,RWA,1916,1363588
Rwanda,RWA,1917,1357914
Rwanda,RWA,1918,1352482
Rwanda,RWA,1919,1352170
Rwanda,RWA,1920,1357035
Rwanda,RWA,1921,1367132
Rwanda,RWA,1922,1382520
Rwanda,RWA,1923,1403258
Rwanda,RWA,1924,1424307
Rwanda,RWA,1925,1445672
Rwanda,RWA,1926,1467357
Rwanda,RWA,1927,1489367
Rwanda,RWA,1928,1511708
Rwanda,RWA,1929,1534072
Rwanda,RWA,1930,1556456
Rwanda,RWA,1931,1578855
Rwanda,RWA,1932,1601266
Rwanda,RWA,1933,1623684
Rwanda,RWA,1934,1646415
Rwanda,RWA,1935,1669465
Rwanda,RWA,1936,1692838
Rwanda,RWA,1937,1716537
Rwanda,RWA,1938,1740569
Rwanda,RWA,1939,1766368
Rwanda,RWA,1940,1793986
Rwanda,RWA,1941,1823474
Rwanda,RWA,1942,1854885
Rwanda,RWA,1943,1888273
Rwanda,RWA,1944,1922262
Rwanda,RWA,1945,1956862
Rwanda,RWA,1946,1992086
Rwanda,RWA,1947,2027943
Rwanda,RWA,1948,2064446
Rwanda,RWA,1949,2106457
Rwanda,RWA,1950,2154225
Rwanda,RWA,1951,2227469
Rwanda,RWA,1952,2302460
Rwanda,RWA,1953,2378942
Rwanda,RWA,1954,2457268
Rwanda,RWA,1955,2537918
Rwanda,RWA,1956,2620719
Rwanda,RWA,1957,2706056
Rwanda,RWA,1958,2793071
Rwanda,RWA,1959,2880601
Rwanda,RWA,1960,2966170
Rwanda,RWA,1961,3046663
Rwanda,RWA,1962,3122129
Rwanda,RWA,1963,3191315
Rwanda,RWA,1964,3263644
Rwanda,RWA,1965,3348640
Rwanda,RWA,1966,3444023
Rwanda,RWA,1967,3549463
Rwanda,RWA,1968,3662015
Rwanda,RWA,1969,3777884
Rwanda,RWA,1970,3896371
Rwanda,RWA,1971,4015408
Rwanda,RWA,1972,4135586
Rwanda,RWA,1973,4259492
Rwanda,RWA,1974,4386375
Rwanda,RWA,1975,4515760
Rwanda,RWA,1976,4648207
Rwanda,RWA,1977,4783254
Rwanda,RWA,1978,4921958
Rwanda,RWA,1979,5074375
Rwanda,RWA,1980,5247537
Rwanda,RWA,1981,5441977
Rwanda,RWA,1982,5652908
Rwanda,RWA,1983,5859395
Rwanda,RWA,1984,6056736
Rwanda,RWA,1985,6266756
Rwanda,RWA,1986,6497813
Rwanda,RWA,1987,6735836
Rwanda,RWA,1988,6953975
Rwanda,RWA,1989,7141981
Rwanda,RWA,1990,7319970
Rwanda,RWA,1991,7485683
Rwanda,RWA,1992,7657202
Rwanda,RWA,1993,7904741
Rwanda,RWA,1994,6732668
Rwanda,RWA,1995,5686897
Rwanda,RWA,1996,6715510
Rwanda,RWA,1997,7666742
Rwanda,RWA,1998,7914653
Rwanda,RWA,1999,8009586
Rwanda,RWA,2000,8109994
Rwanda,RWA,2001,8223950
Rwanda,RWA,2002,8372310
Rwanda,RWA,2003,8567993
Rwanda,RWA,2004,8791855
Rwanda,RWA,2005,9026297
Rwanda,RWA,2006,9270073
Rwanda,RWA,2007,9523177
Rwanda,RWA,2008,9781999
Rwanda,RWA,2009,10043736
Rwanda,RWA,2010,10309032
Rwanda,RWA,2011,10576932
Rwanda,RWA,2012,10840331
Rwanda,RWA,2013,11101352
Rwanda,RWA,2014,11368450
Rwanda,RWA,2015,11642963
Rwanda,RWA,2016,11930902
Rwanda,RWA,2017,12230343
Rwanda,RWA,2018,12531810
Rwanda,RWA,2019,12835029
Rwanda,RWA,2020,13146367
Rwanda,RWA,2021,13461891
Saint Barthelemy,BLM,1785,950
Saint Barthelemy,BLM,1800,2515
Saint Barthelemy,BLM,1812,5482
Saint Barthelemy,BLM,1885,2600
Saint Barthelemy,BLM,1950,2027
Saint Barthelemy,BLM,1951,2079
Saint Barthelemy,BLM,1952,2102
Saint Barthelemy,BLM,1953,2126
Saint Barthelemy,BLM,1954,2143
Saint Barthelemy,BLM,1955,2151
Saint Barthelemy,BLM,1956,2148
Saint Barthelemy,BLM,1957,2149
Saint Barthelemy,BLM,1958,2161
Saint Barthelemy,BLM,1959,2188
Saint Barthelemy,BLM,1960,2214
Saint Barthelemy,BLM,1961,2240
Saint Barthelemy,BLM,1962,2261
Saint Barthelemy,BLM,1963,2296
Saint Barthelemy,BLM,1964,2332
Saint Barthelemy,BLM,1965,2366
Saint Barthelemy,BLM,1966,2398
Saint Barthelemy,BLM,1967,2420
Saint Barthelemy,BLM,1968,2425
Saint Barthelemy,BLM,1969,2429
Saint Barthelemy,BLM,1970,2435
Saint Barthelemy,BLM,1971,2453
Saint Barthelemy,BLM,1972,2481
Saint Barthelemy,BLM,1973,2502
Saint Barthelemy,BLM,1974,2538
Saint Barthelemy,BLM,1975,2594
Saint Barthelemy,BLM,1976,2663
Saint Barthelemy,BLM,1977,2752
Saint Barthelemy,BLM,1978,2849
Saint Barthelemy,BLM,1979,2935
Saint Barthelemy,BLM,1980,3005
Saint Barthelemy,BLM,1981,3056
Saint Barthelemy,BLM,1982,3222
Saint Barthelemy,BLM,1983,3503
Saint Barthelemy,BLM,1984,3772
Saint Barthelemy,BLM,1985,4038
Saint Barthelemy,BLM,1986,4285
Saint Barthelemy,BLM,1987,4528
Saint Barthelemy,BLM,1988,4763
Saint Barthelemy,BLM,1989,4985
Saint Barthelemy,BLM,1990,5193
Saint Barthelemy,BLM,1991,5383
Saint Barthelemy,BLM,1992,5581
Saint Barthelemy,BLM,1993,5780
Saint Barthelemy,BLM,1994,5978
Saint Barthelemy,BLM,1995,6162
Saint Barthelemy,BLM,1996,6358
Saint Barthelemy,BLM,1997,6544
Saint Barthelemy,BLM,1998,6731
Saint Barthelemy,BLM,1999,6919
Saint Barthelemy,BLM,2000,7108
Saint Barthelemy,BLM,2001,7292
Saint Barthelemy,BLM,2002,7487
Saint Barthelemy,BLM,2003,7676
Saint Barthelemy,BLM,2004,7872
Saint Barthelemy,BLM,2005,8066
Saint Barthelemy,BLM,2006,8259
Saint Barthelemy,BLM,2007,8455
Saint Barthelemy,BLM,2008,8649
Saint Barthelemy,BLM,2009,8839
Saint Barthelemy,BLM,2010,9011
Saint Barthelemy,BLM,2011,9135
Saint Barthelemy,BLM,2012,9244
Saint Barthelemy,BLM,2013,9365
Saint Barthelemy,BLM,2014,9499
Saint Barthelemy,BLM,2015,9668
Saint Barthelemy,BLM,2016,9865
Saint Barthelemy,BLM,2017,10068
Saint Barthelemy,BLM,2018,10281
Saint Barthelemy,BLM,2019,10504
Saint Barthelemy,BLM,2020,10706
Saint Barthelemy,BLM,2021,10888
Saint Helena,SHN,1800,1997
Saint Helena,SHN,1820,1997
Saint Helena,SHN,1854,6300
Saint Helena,SHN,1861,6900
Saint Helena,SHN,1871,6200
Saint Helena,SHN,1881,5100
Saint Helena,SHN,1891,3900
Saint Helena,SHN,1901,3300
Saint Helena,SHN,1911,3500
Saint Helena,SHN,1921,3700
Saint Helena,SHN,1931,4200
Saint Helena,SHN,1946,5000
Saint Helena,SHN,1950,5249
Saint Helena,SHN,1951,5299
Saint Helena,SHN,1952,5325
Saint Helena,SHN,1953,5341
Saint Helena,SHN,1954,5347
Saint Helena,SHN,1955,5333
Saint Helena,SHN,1956,5322
Saint Helena,SHN,1957,5329
Saint Helena,SHN,1958,5352
Saint Helena,SHN,1959,5369
Saint Helena,SHN,1960,5390
Saint Helena,SHN,1961,5411
Saint Helena,SHN,1962,5439
Saint Helena,SHN,1963,5461
Saint Helena,SHN,1964,5480
Saint Helena,SHN,1965,5488
Saint Helena,SHN,1966,5512
Saint Helena,SHN,1967,5559
Saint Helena,SHN,1968,5632
Saint Helena,SHN,1969,5703
Saint Helena,SHN,1970,5780
Saint Helena,SHN,1971,5872
Saint Helena,SHN,1972,5947
Saint Helena,SHN,1973,6026
Saint Helena,SHN,1974,6086
Saint Helena,SHN,1975,6149
Saint Helena,SHN,1976,6188
Saint Helena,SHN,1977,6245
Saint Helena,SHN,1978,6315
Saint Helena,SHN,1979,6365
Saint Helena,SHN,1980,6421
Saint Helena,SHN,1981,6475
Saint Helena,SHN,1982,6540
Saint Helena,SHN,1983,6596
Saint Helena,SHN,1984,6637
Saint Helena,SHN,1985,6676
Saint Helena,SHN,1986,6705
Saint Helena,SHN,1987,6717
Saint Helena,SHN,1988,6700
Saint Helena,SHN,1989,6670
Saint Helena,SHN,1990,6633
Saint Helena,SHN,1991,6591
Saint Helena,SHN,1992,6541
Saint Helena,SHN,1993,6482
Saint Helena,SHN,1994,6429
Saint Helena,SHN,1995,6367
Saint Helena,SHN,1996,6312
Saint Helena,SHN,1997,6251
Saint Helena,SHN,1998,6183
Saint Helena,SHN,1999,6115
Saint Helena,SHN,2000,6048
Saint Helena,SHN,2001,5971
Saint Helena,SHN,2002,5875
Saint Helena,SHN,2003,5771
Saint Helena,SHN,2004,5664
Saint Helena,SHN,2005,5557
Saint Helena,SHN,2006,5448
Saint Helena,SHN,2007,5338
Saint Helena,SHN,2008,5282
Saint Helena,SHN,2009,5306
Saint Helena,SHN,2010,5338
Saint Helena,SHN,2011,5377
Saint Helena,SHN,2012,5410
Saint Helena,SHN,2013,5446
Saint Helena,SHN,2014,5480
Saint Helena,SHN,2015,5520
Saint Helena,SHN,2016,5533
Saint Helena,SHN,2017,5521
Saint Helena,SHN,2018,5494
Saint Helena,SHN,2019,5470
Saint Helena,SHN,2020,5448
Saint Helena,SHN,2021,5428
Saint Kitts and Nevis,KNA,100,0
Saint Kitts and Nevis,KNA,200,0
Saint Kitts and Nevis,KNA,300,0
Saint Kitts and Nevis,KNA,400,1
Saint Kitts and Nevis,KNA,500,2
Saint Kitts and Nevis,KNA,600,4
Saint Kitts and Nevis,KNA,700,8
Saint Kitts and Nevis,KNA,800,16
Saint Kitts and Nevis,KNA,900,33
Saint Kitts and Nevis,KNA,1000,67
Saint Kitts and Nevis,KNA,1100,134
Saint Kitts and Nevis,KNA,1200,268
Saint Kitts and Nevis,KNA,1300,536
Saint Kitts and Nevis,KNA,1400,1072
Saint Kitts and Nevis,KNA,1500,2145
Saint Kitts and Nevis,KNA,1600,4290
Saint Kitts and Nevis,KNA,1700,8581
Saint Kitts and Nevis,KNA,1710,9285
Saint Kitts and Nevis,KNA,1720,10046
Saint Kitts and Nevis,KNA,1730,10870
Saint Kitts and Nevis,KNA,1740,11761
Saint Kitts and Nevis,KNA,1750,12725
Saint Kitts and Nevis,KNA,1760,13768
Saint Kitts and Nevis,KNA,1770,14896
Saint Kitts and Nevis,KNA,1780,16117
Saint Kitts and Nevis,KNA,1790,17438
Saint Kitts and Nevis,KNA,1800,17202
Saint Kitts and Nevis,KNA,1801,17202
Saint Kitts and Nevis,KNA,1802,17202
Saint Kitts and Nevis,KNA,1803,17202
Saint Kitts and Nevis,KNA,1804,17202
Saint Kitts and Nevis,KNA,1805,17202
Saint Kitts and Nevis,KNA,1806,17202
Saint Kitts and Nevis,KNA,1807,17202
Saint Kitts and Nevis,KNA,1808,17202
Saint Kitts and Nevis,KNA,1809,17202
Saint Kitts and Nevis,KNA,1810,17202
Saint Kitts and Nevis,KNA,1811,17202
Saint Kitts and Nevis,KNA,1812,17202
Saint Kitts and Nevis,KNA,1813,17202
Saint Kitts and Nevis,KNA,1814,17202
Saint Kitts and Nevis,KNA,1815,17202
Saint Kitts and Nevis,KNA,1816,17202
Saint Kitts and Nevis,KNA,1817,17202
Saint Kitts and Nevis,KNA,1818,17202
Saint Kitts and Nevis,KNA,1819,17261
Saint Kitts and Nevis,KNA,1820,17380
Saint Kitts and Nevis,KNA,1821,17561
Saint Kitts and Nevis,KNA,1822,17803
Saint Kitts and Nevis,KNA,1823,18109
Saint Kitts and Nevis,KNA,1824,18420
Saint Kitts and Nevis,KNA,1825,18737
Saint Kitts and Nevis,KNA,1826,19059
Saint Kitts and Nevis,KNA,1827,19386
Saint Kitts and Nevis,KNA,1828,19719
Saint Kitts and Nevis,KNA,1829,20058
Saint Kitts and Nevis,KNA,1830,20402
Saint Kitts and Nevis,KNA,1831,20753
Saint Kitts and Nevis,KNA,1832,21109
Saint Kitts and Nevis,KNA,1833,21472
Saint Kitts and Nevis,KNA,1834,21841
Saint Kitts and Nevis,KNA,1835,22216
Saint Kitts and Nevis,KNA,1836,22598
Saint Kitts and Nevis,KNA,1837,22986
Saint Kitts and Nevis,KNA,1838,23381
Saint Kitts and Nevis,KNA,1839,23782
Saint Kitts and Nevis,KNA,1840,24191
Saint Kitts and Nevis,KNA,1841,24607
Saint Kitts and Nevis,KNA,1842,25029
Saint Kitts and Nevis,KNA,1843,25459
Saint Kitts and Nevis,KNA,1844,25897
Saint Kitts and Nevis,KNA,1845,26342
Saint Kitts and Nevis,KNA,1846,26794
Saint Kitts and Nevis,KNA,1847,27254
Saint Kitts and Nevis,KNA,1848,27723
Saint Kitts and Nevis,KNA,1849,28199
Saint Kitts and Nevis,KNA,1850,28683
Saint Kitts and Nevis,KNA,1851,29205
Saint Kitts and Nevis,KNA,1852,29736
Saint Kitts and Nevis,KNA,1853,30277
Saint Kitts and Nevis,KNA,1854,30827
Saint Kitts and Nevis,KNA,1855,31388
Saint Kitts and Nevis,KNA,1856,31958
Saint Kitts and Nevis,KNA,1857,32539
Saint Kitts and Nevis,KNA,1858,33131
Saint Kitts and Nevis,KNA,1859,33728
Saint Kitts and Nevis,KNA,1860,34330
Saint Kitts and Nevis,KNA,1861,34937
Saint Kitts and Nevis,KNA,1862,35549
Saint Kitts and Nevis,KNA,1863,36167
Saint Kitts and Nevis,KNA,1864,36796
Saint Kitts and Nevis,KNA,1865,37435
Saint Kitts and Nevis,KNA,1866,38085
Saint Kitts and Nevis,KNA,1867,38747
Saint Kitts and Nevis,KNA,1868,39420
Saint Kitts and Nevis,KNA,1869,40050
Saint Kitts and Nevis,KNA,1870,40634
Saint Kitts and Nevis,KNA,1871,41171
Saint Kitts and Nevis,KNA,1872,41660
Saint Kitts and Nevis,KNA,1873,42100
Saint Kitts and Nevis,KNA,1874,42544
Saint Kitts and Nevis,KNA,1875,42993
Saint Kitts and Nevis,KNA,1876,43447
Saint Kitts and Nevis,KNA,1877,43905
Saint Kitts and Nevis,KNA,1878,44368
Saint Kitts and Nevis,KNA,1879,44829
Saint Kitts and Nevis,KNA,1880,45286
Saint Kitts and Nevis,KNA,1881,45741
Saint Kitts and Nevis,KNA,1882,46192
Saint Kitts and Nevis,KNA,1883,46641
Saint Kitts and Nevis,KNA,1884,47093
Saint Kitts and Nevis,KNA,1885,47550
Saint Kitts and Nevis,KNA,1886,48012
Saint Kitts and Nevis,KNA,1887,48478
Saint Kitts and Nevis,KNA,1888,48948
Saint Kitts and Nevis,KNA,1889,49293
Saint Kitts and Nevis,KNA,1890,49513
Saint Kitts and Nevis,KNA,1891,49605
Saint Kitts and Nevis,KNA,1892,49570
Saint Kitts and Nevis,KNA,1893,49407
Saint Kitts and Nevis,KNA,1894,49244
Saint Kitts and Nevis,KNA,1895,49081
Saint Kitts and Nevis,KNA,1896,48919
Saint Kitts and Nevis,KNA,1897,48757
Saint Kitts and Nevis,KNA,1898,48596
Saint Kitts and Nevis,KNA,1899,48411
Saint Kitts and Nevis,KNA,1900,48203
Saint Kitts and Nevis,KNA,1901,47973
Saint Kitts and Nevis,KNA,1902,47719
Saint Kitts and Nevis,KNA,1903,47443
Saint Kitts and Nevis,KNA,1904,47168
Saint Kitts and Nevis,KNA,1905,46895
Saint Kitts and Nevis,KNA,1906,46624
Saint Kitts and Nevis,KNA,1907,46354
Saint Kitts and Nevis,KNA,1908,46085
Saint Kitts and Nevis,KNA,1909,45744
Saint Kitts and Nevis,KNA,1910,45331
Saint Kitts and Nevis,KNA,1911,44847
Saint Kitts and Nevis,KNA,1912,44295
Saint Kitts and Nevis,KNA,1913,43675
Saint Kitts and Nevis,KNA,1914,43063
Saint Kitts and Nevis,KNA,1915,42460
Saint Kitts and Nevis,KNA,1916,41866
Saint Kitts and Nevis,KNA,1917,41280
Saint Kitts and Nevis,KNA,1918,40664
Saint Kitts and Nevis,KNA,1919,40153
Saint Kitts and Nevis,KNA,1920,39746
Saint Kitts and Nevis,KNA,1921,39441
Saint Kitts and Nevis,KNA,1922,39236
Saint Kitts and Nevis,KNA,1923,39128
Saint Kitts and Nevis,KNA,1924,39021
Saint Kitts and Nevis,KNA,1925,38914
Saint Kitts and Nevis,KNA,1926,38808
Saint Kitts and Nevis,KNA,1927,38702
Saint Kitts and Nevis,KNA,1928,38596
Saint Kitts and Nevis,KNA,1929,38553
Saint Kitts and Nevis,KNA,1930,38573
Saint Kitts and Nevis,KNA,1931,38656
Saint Kitts and Nevis,KNA,1932,38803
Saint Kitts and Nevis,KNA,1933,39014
Saint Kitts and Nevis,KNA,1934,39225
Saint Kitts and Nevis,KNA,1935,39438
Saint Kitts and Nevis,KNA,1936,39652
Saint Kitts and Nevis,KNA,1937,39866
Saint Kitts and Nevis,KNA,1938,40083
Saint Kitts and Nevis,KNA,1939,40382
Saint Kitts and Nevis,KNA,1940,40766
Saint Kitts and Nevis,KNA,1941,41238
Saint Kitts and Nevis,KNA,1942,41797
Saint Kitts and Nevis,KNA,1943,42447
Saint Kitts and Nevis,KNA,1944,43107
Saint Kitts and Nevis,KNA,1945,43778
Saint Kitts and Nevis,KNA,1946,44459
Saint Kitts and Nevis,KNA,1947,45150
Saint Kitts and Nevis,KNA,1948,45852
Saint Kitts and Nevis,KNA,1949,46554
Saint Kitts and Nevis,KNA,1950,47275
Saint Kitts and Nevis,KNA,1951,48384
Saint Kitts and Nevis,KNA,1952,49497
Saint Kitts and Nevis,KNA,1953,50592
Saint Kitts and Nevis,KNA,1954,51527
Saint Kitts and Nevis,KNA,1955,52363
Saint Kitts and Nevis,KNA,1956,53298
Saint Kitts and Nevis,KNA,1957,54275
Saint Kitts and Nevis,KNA,1958,55276
Saint Kitts and Nevis,KNA,1959,56251
Saint Kitts and Nevis,KNA,1960,56679
Saint Kitts and Nevis,KNA,1961,56262
Saint Kitts and Nevis,KNA,1962,55424
Saint Kitts and Nevis,KNA,1963,54409
Saint Kitts and Nevis,KNA,1964,53277
Saint Kitts and Nevis,KNA,1965,52036
Saint Kitts and Nevis,KNA,1966,50707
Saint Kitts and Nevis,KNA,1967,49289
Saint Kitts and Nevis,KNA,1968,47792
Saint Kitts and Nevis,KNA,1969,46157
Saint Kitts and Nevis,KNA,1970,44991
Saint Kitts and Nevis,KNA,1971,44605
Saint Kitts and Nevis,KNA,1972,44437
Saint Kitts and Nevis,KNA,1973,44263
Saint Kitts and Nevis,KNA,1974,44078
Saint Kitts and Nevis,KNA,1975,43908
Saint Kitts and Nevis,KNA,1976,43764
Saint Kitts and Nevis,KNA,1977,43625
Saint Kitts and Nevis,KNA,1978,43486
Saint Kitts and Nevis,KNA,1979,43298
Saint Kitts and Nevis,KNA,1980,43117
Saint Kitts and Nevis,KNA,1981,42971
Saint Kitts and Nevis,KNA,1982,42816
Saint Kitts and Nevis,KNA,1983,42627
Saint Kitts and Nevis,KNA,1984,42402
Saint Kitts and Nevis,KNA,1985,42170
Saint Kitts and Nevis,KNA,1986,41910
Saint Kitts and Nevis,KNA,1987,41643
Saint Kitts and Nevis,KNA,1988,41341
Saint Kitts and Nevis,KNA,1989,41015
Saint Kitts and Nevis,KNA,1990,40663
Saint Kitts and Nevis,KNA,1991,40562
Saint Kitts and Nevis,KNA,1992,40924
Saint Kitts and Nevis,KNA,1993,41470
Saint Kitts and Nevis,KNA,1994,42029
Saint Kitts and Nevis,KNA,1995,42576
Saint Kitts and Nevis,KNA,1996,43120
Saint Kitts and Nevis,KNA,1997,43681
Saint Kitts and Nevis,KNA,1998,44256
Saint Kitts and Nevis,KNA,1999,44852
Saint Kitts and Nevis,KNA,2000,45492
Saint Kitts and Nevis,KNA,2001,46013
Saint Kitts and Nevis,KNA,2002,46288
Saint Kitts and Nevis,KNA,2003,46456
Saint Kitts and Nevis,KNA,2004,46602
Saint Kitts and Nevis,KNA,2005,46752
Saint Kitts and Nevis,KNA,2006,46900
Saint Kitts and Nevis,KNA,2007,47038
Saint Kitts and Nevis,KNA,2008,47180
Saint Kitts and Nevis,KNA,2009,47310
Saint Kitts and Nevis,KNA,2010,47429
Saint Kitts and Nevis,KNA,2011,47605
Saint Kitts and Nevis,KNA,2012,47754
Saint Kitts and Nevis,KNA,2013,47793
Saint Kitts and Nevis,KNA,2014,47816
Saint Kitts and Nevis,KNA,2015,47814
Saint Kitts and Nevis,KNA,2016,47814
Saint Kitts and Nevis,KNA,2017,47811
Saint Kitts and Nevis,KNA,2018,47787
Saint Kitts and Nevis,KNA,2019,47739
Saint Kitts and Nevis,KNA,2020,47666
Saint Kitts and Nevis,KNA,2021,47631
Saint Lucia,LCA,-10000,0
Saint Lucia,LCA,-9000,0
Saint Lucia,LCA,-8000,1
Saint Lucia,LCA,-7000,2
Saint Lucia,LCA,-6000,5
Saint Lucia,LCA,-5000,10
Saint Lucia,LCA,-4000,21
Saint Lucia,LCA,-3000,43
Saint Lucia,LCA,-2000,87
Saint Lucia,LCA,-1000,174
Saint Lucia,LCA,0,348
Saint Lucia,LCA,100,380
Saint Lucia,LCA,200,414
Saint Lucia,LCA,300,452
Saint Lucia,LCA,400,493
Saint Lucia,LCA,500,538
Saint Lucia,LCA,600,587
Saint Lucia,LCA,700,640
Saint Lucia,LCA,800,699
Saint Lucia,LCA,900,762
Saint Lucia,LCA,1000,832
Saint Lucia,LCA,1100,907
Saint Lucia,LCA,1200,990
Saint Lucia,LCA,1300,1080
Saint Lucia,LCA,1400,1178
Saint Lucia,LCA,1500,1285
Saint Lucia,LCA,1600,1402
Saint Lucia,LCA,1700,1530
Saint Lucia,LCA,1710,1655
Saint Lucia,LCA,1720,1791
Saint Lucia,LCA,1730,1937
Saint Lucia,LCA,1740,2096
Saint Lucia,LCA,1750,2268
Saint Lucia,LCA,1760,2454
Saint Lucia,LCA,1770,2655
Saint Lucia,LCA,1780,2873
Saint Lucia,LCA,1790,3109
Saint Lucia,LCA,1800,24000
Saint Lucia,LCA,1801,24000
Saint Lucia,LCA,1802,24000
Saint Lucia,LCA,1803,24000
Saint Lucia,LCA,1804,24000
Saint Lucia,LCA,1805,24000
Saint Lucia,LCA,1806,24000
Saint Lucia,LCA,1807,24000
Saint Lucia,LCA,1808,24000
Saint Lucia,LCA,1809,24000
Saint Lucia,LCA,1810,24000
Saint Lucia,LCA,1811,24000
Saint Lucia,LCA,1812,24000
Saint Lucia,LCA,1813,24000
Saint Lucia,LCA,1814,24000
Saint Lucia,LCA,1815,24000
Saint Lucia,LCA,1816,24000
Saint Lucia,LCA,1817,24000
Saint Lucia,LCA,1818,24000
Saint Lucia,LCA,1819,24000
Saint Lucia,LCA,1820,24000
Saint Lucia,LCA,1821,24000
Saint Lucia,LCA,1822,24000
Saint Lucia,LCA,1823,24000
Saint Lucia,LCA,1824,24000
Saint Lucia,LCA,1825,24000
Saint Lucia,LCA,1826,24000
Saint Lucia,LCA,1827,24000
Saint Lucia,LCA,1828,24000
Saint Lucia,LCA,1829,24000
Saint Lucia,LCA,1830,24000
Saint Lucia,LCA,1831,24000
Saint Lucia,LCA,1832,24000
Saint Lucia,LCA,1833,24000
Saint Lucia,LCA,1834,24000
Saint Lucia,LCA,1835,24000
Saint Lucia,LCA,1836,24000
Saint Lucia,LCA,1837,24000
Saint Lucia,LCA,1838,24000
Saint Lucia,LCA,1839,24000
Saint Lucia,LCA,1840,24000
Saint Lucia,LCA,1841,24000
Saint Lucia,LCA,1842,24000
Saint Lucia,LCA,1843,24000
Saint Lucia,LCA,1844,24000
Saint Lucia,LCA,1845,24000
Saint Lucia,LCA,1846,24000
Saint Lucia,LCA,1847,24000
Saint Lucia,LCA,1848,24000
Saint Lucia,LCA,1849,24057
Saint Lucia,LCA,1850,24171
Saint Lucia,LCA,1851,24379
Saint Lucia,LCA,1852,24647
Saint Lucia,LCA,1853,24975
Saint Lucia,LCA,1854,25308
Saint Lucia,LCA,1855,25645
Saint Lucia,LCA,1856,25987
Saint Lucia,LCA,1857,26332
Saint Lucia,LCA,1858,26683
Saint Lucia,LCA,1859,27067
Saint Lucia,LCA,1860,27485
Saint Lucia,LCA,1861,27940
Saint Lucia,LCA,1862,28430
Saint Lucia,LCA,1863,28959
Saint Lucia,LCA,1864,29497
Saint Lucia,LCA,1865,30046
Saint Lucia,LCA,1866,30604
Saint Lucia,LCA,1867,31173
Saint Lucia,LCA,1868,31752
Saint Lucia,LCA,1869,32361
Saint Lucia,LCA,1870,33000
Saint Lucia,LCA,1871,33671
Saint Lucia,LCA,1872,34373
Saint Lucia,LCA,1873,35110
Saint Lucia,LCA,1874,35862
Saint Lucia,LCA,1875,36630
Saint Lucia,LCA,1876,37414
Saint Lucia,LCA,1877,38215
Saint Lucia,LCA,1878,39034
Saint Lucia,LCA,1879,39767
Saint Lucia,LCA,1880,40414
